platform.name,user.id,task.id,task.monetary_reward_in_dollars,task.assignable_hits_count,task.requester_name,task.estimate_duration_in_seconds,total.labor.event_count,total.labor.duration_in_seconds,working.labor.event_count,working.labor.duration_in_seconds,invisible.labor.event_count,invisible.labor.duration_in_seconds,adjusted.monetary_reward_in_dollars,completed_task
MTURK,112a14c770ec5b7f907fd95b5c13c,33NOQL7T9PNNCAG4QIU0UY6EC798ZK,0.03,10.0,MLDataLabeler,300,202,270,97,44,105,226,0.056999999999999995,0
MTURK,112a14c770ec5b7f907fd95b5c13c,32CXT5U14HR6QBMUKVVSD6RZAPTU8G,0.03,10.0,MLDataLabeler,300,202,270,97,44,105,226,0.056999999999999995,0
MTURK,112a14c770ec5b7f907fd95b5c13c,3BFNCI9LYLEIR34SV67LCX54MS437V,0.03,10.0,MLDataLabeler,300,202,270,97,44,105,226,0.056999999999999995,0
MTURK,112a14c770ec5b7f907fd95b5c13c,3I6NF2WGIHK4YB2X2SZ8X7GHZRDG50,0.03,10.0,MLDataLabeler,300,202,270,97,44,105,226,0.056999999999999995,0
MTURK,112a14c770ec5b7f907fd95b5c13c,3E24UO25Q0EO9SJ9VUMLUM3JM8G6OU,0.03,9.0,MLDataLabeler,300,209,300,99,44,110,256,0.06,0
MTURK,112a14c770ec5b7f907fd95b5c13c,3X2LT8FDHX6JIFBZFVATVUCWV54W8H,0.03,9.0,MLDataLabeler,300,209,300,99,44,110,256,0.06,0
MTURK,112a14c770ec5b7f907fd95b5c13c,3EQPA8A3752C6JLVVQHA4WYIPPZJZ1,0.1,398.0,MC Lab,600,24,65,20,60,4,5,0.11083333333333334,0
MTURK,112a14c770ec5b7f907fd95b5c13c,3OLZC0DJ8JMR9A5SKWW5RLHG7OTVIU,0.5,0.0,Tuck Behavioral Research Lab,10800,40,257,11,35,29,222,0.5118981481481482,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3LN3BXKGD3FAA07L75EXNA7105XGWT,0.01,36201.0,MTurk IRB Requester,180,50,182,37,41,13,141,0.020111111111111114,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3PCPFX4U53AZC3F4KC99D0P3BPGQF0,0.01,36192.0,MTurk IRB Requester,180,49,68,49,60,0,8,0.013777777777777778,1
MTURK,112a14c770ec5b7f907fd95b5c13c,371QPA24D58LE4DOUHOJT3WWUMWT1G,0.01,36189.0,MTurk IRB Requester,180,40,57,39,44,1,13,0.013166666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3WRKFXQBOCVGWQIC3I48TGRQ99HYIY,0.1,737.0,MLDataLabeler,600,41,35,21,3,20,32,0.10583333333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3D7VY91L66L6F1FSE5OGDY0659JMBN,0.1,737.0,MLDataLabeler,600,36,31,18,3,18,28,0.10516666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3ACRLU860O283DNFX70X0QVXW7SEBQ,0.1,755.0,MLDataLabeler,600,55,42,28,6,27,36,0.10700000000000001,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3KLL7H3EGEPZW1CNSPZ3M5MHRF0VHT,0.1,751.0,MLDataLabeler,600,80,62,47,12,33,50,0.11033333333333334,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3H1C3QRA027RDIFLB7WSBA1FESSECX,0.1,752.0,MLDataLabeler,600,61,50,37,11,24,39,0.10833333333333334,1
MTURK,112a14c770ec5b7f907fd95b5c13c,34F34TZU7XNMQG9BSFIDWD5L79BJ2E,0.1,752.0,MLDataLabeler,600,48,36,31,8,17,28,0.10600000000000001,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3B286OTISF5BVJ4F5UBS2VOJJX3JAL,0.1,744.0,MLDataLabeler,600,56,46,37,10,19,36,0.10766666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3YO4AH2FPE8WGTAA8IY8AQOSO6JQ0S,0.1,744.0,MLDataLabeler,600,40,37,28,7,12,30,0.10616666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,39TX062QX2CC6IAJDJBJ6WISOLR3XY,0.1,732.0,MLDataLabeler,600,47,47,29,6,18,41,0.10783333333333334,1
MTURK,112a14c770ec5b7f907fd95b5c13c,336OE47KI38HTR7CNOL3N8W463DWVU,0.1,729.0,MLDataLabeler,600,61,58,38,20,23,38,0.10966666666666668,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3OEWW2KGQKZNU1YO5HUZ0SDB3UAODB,0.1,729.0,MLDataLabeler,600,47,43,31,14,16,29,0.10716666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,32L724R85M8MNCQBCV8PGPYE54EIPO,0.1,721.0,MLDataLabeler,600,87,52,55,11,32,41,0.10866666666666668,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3PA41K45VOSPYS9FT44SP085RO3P70,0.1,721.0,MLDataLabeler,600,69,37,44,3,25,34,0.10616666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3KTZHH2ONJ3ND3HLBT46MWA5X3YM8O,0.1,721.0,MLDataLabeler,600,82,46,55,8,27,38,0.10766666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3XWUWJ18TME4O8T7NYWX9Y9O7GTUU4,0.1,721.0,MLDataLabeler,600,65,34,45,7,20,27,0.10566666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,36U4VBVNQP1C8G1QJ41S4NM40HPRUX,0.1,726.0,MLDataLabeler,600,100,50,64,8,36,42,0.10833333333333334,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3FO95NVK5DOWT39MUZ6SPM4GFK4SRI,0.1,726.0,MLDataLabeler,600,82,33,54,2,28,31,0.10550000000000001,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3VMV5CHJZ936JDDN3OH60NMVFU7TGC,0.1,709.0,MLDataLabeler,600,72,39,46,11,26,28,0.10650000000000001,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3D42WVSDH9JWMZGM2AYNQJEYTHPYF7,0.1,709.0,MLDataLabeler,600,56,31,36,10,20,21,0.10516666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3KL228NDMWA7GUN09F3EZWZZWHGGKT,0.1,686.0,MLDataLabeler,600,82,46,54,8,28,38,0.10766666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3DWGDA5POGSOSQR9Q0WIUI6AAQ4V1U,0.1,686.0,MLDataLabeler,600,65,39,44,7,21,32,0.10650000000000001,1
MTURK,112a14c770ec5b7f907fd95b5c13c,37AQKJ12TYCAOIZTNOGDZ61K5OFTTL,0.1,688.0,MLDataLabeler,600,85,50,55,14,30,36,0.10833333333333334,1
MTURK,112a14c770ec5b7f907fd95b5c13c,31KSVEGZ35GP0KQVE4GTMB71LX0RWW,0.1,688.0,MLDataLabeler,600,68,40,45,14,23,26,0.10666666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3RTFSSG7T9UEXMVI9KJX0ZY2F5BLW0,0.1,657.0,MLDataLabeler,600,86,44,56,8,30,36,0.10733333333333334,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3Y7LTZE0YUALA7NHTLV5QQO39Y8UZT,0.1,657.0,MLDataLabeler,600,69,32,44,5,25,27,0.10533333333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3KTCJ4SCVHP523X0C8VR7MNXJXT1MK,0.1,681.0,MLDataLabeler,600,64,42,43,14,21,28,0.10700000000000001,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3G9UA71JVWITCH6HYRZ8S4MTIPXJ7U,0.1,681.0,MLDataLabeler,600,48,34,33,13,15,21,0.10566666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3EHVO81VN69JAPWPLBFEFHF12BU1HB,0.1,632.0,MLDataLabeler,600,45,32,31,5,14,27,0.10533333333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,39WICJI5AUG1BDAYE1Z43HY3WLOZ3Q,0.1,632.0,MLDataLabeler,600,64,44,43,10,21,34,0.10733333333333334,1
MTURK,112a14c770ec5b7f907fd95b5c13c,31MCUE39BLA1KWFTO9BFIAIXLVUG3I,0.1,564.0,MLDataLabeler,600,79,40,54,12,25,28,0.10666666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,33KGGVH24V5GWFW4QFX0I33VQ1D1X4,0.1,564.0,MLDataLabeler,600,61,30,44,9,17,21,0.10500000000000001,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3BPP3MA3TD8KGM9ROKPRETR2816LEK,0.1,602.0,MLDataLabeler,600,92,54,62,14,30,40,0.10900000000000001,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3WYZV0QBFK1H9DEWSCQPOFG4CD3XBI,0.1,602.0,MLDataLabeler,600,73,43,49,9,24,34,0.10716666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3O71U79SRCD5WNWUPRAB3NA69X5MSO,0.1,525.0,MLDataLabeler,600,103,48,66,9,37,39,0.10800000000000001,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3E6L1VR4XXAU3F6GWR3V7SU5U7W6FF,0.1,525.0,MLDataLabeler,600,85,35,56,7,29,28,0.10583333333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3YOAVL4CA15MT9T2EF4NDMQ9ALKZ4B,0.1,472.0,MLDataLabeler,600,69,39,44,8,25,31,0.10650000000000001,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3S8APUMBJY709RNBSIK3I8GX888FBA,0.1,472.0,MLDataLabeler,600,53,32,34,7,19,25,0.10533333333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,39N6W9XWREB20ZCHDU4584EAUWPGYO,0.1,490.0,MLDataLabeler,600,107,52,70,9,37,43,0.10866666666666668,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3CMIQF80GOERU4WPA7EPJRYJ1966QA,0.1,490.0,MLDataLabeler,600,88,32,58,5,30,27,0.10533333333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3538U0YQ1GIV6WJYDP5X0PILKGVF3J,0.1,397.0,MLDataLabeler,600,114,61,72,11,42,50,0.11016666666666668,0
MTURK,112a14c770ec5b7f907fd95b5c13c,3SR6AEG6W6HG0V7SX0MNT4QB9W3HYP,0.1,415.0,MLDataLabeler,600,70,40,45,3,25,37,0.10666666666666667,0
MTURK,112a14c770ec5b7f907fd95b5c13c,3D0LPO3EACNQSCTF1DHDDDNCLIGOYJ,0.1,397.0,MLDataLabeler,600,90,53,55,10,35,43,0.10883333333333334,0
MTURK,112a14c770ec5b7f907fd95b5c13c,3G57RS03HITEJHUQ3DEJV3MGP8H52F,0.1,339.0,MLDataLabeler,600,84,39,54,8,30,31,0.10650000000000001,0
MTURK,112a14c770ec5b7f907fd95b5c13c,30OITAWPBRR1ZUZKPOU7UNXK0NI9HS,0.1,339.0,MLDataLabeler,600,66,33,43,6,23,27,0.10550000000000001,0
MTURK,112a14c770ec5b7f907fd95b5c13c,3D3B8GE893FTCBX8812C3WZBMES9PX,0.1,339.0,MLDataLabeler,600,78,44,49,8,29,36,0.10733333333333334,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3ZRKL6Z1E9R54D08EOCGQIQ9DBTSGM,0.1,339.0,MLDataLabeler,600,62,29,40,6,22,23,0.10483333333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,34F34TZU7XNMQG9BSFIDWD5L79C2JY,0.1,267.0,MLDataLabeler,600,78,40,51,8,27,32,0.10666666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,334ZEL5JX73TWQH627POVRZB4XKSO9,0.1,267.0,MLDataLabeler,600,63,31,43,6,20,25,0.10516666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3YLTXLH3DGUMRHFR6DQ4GDXZ5R0HPV,0.1,201.0,MLDataLabeler,600,79,38,53,8,26,30,0.10633333333333334,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3JYPJ2TAYJW2DLOLBN24DSLMPCNFPV,0.1,201.0,MLDataLabeler,600,65,29,44,5,21,24,0.10483333333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3Z33IC0JC1A6HVU4UDBB9OOT82T9VI,0.1,23.0,MLDataLabeler,600,39,35,22,6,17,29,0.10583333333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3S4TINXCC0NZOA7TTWDH5QC4I6ROBU,0.07,90.0,Matthew Shardlow,3600,36,163,28,156,8,7,0.07316944444444445,0
MTURK,112a14c770ec5b7f907fd95b5c13c,3TTPFEFXDX60ZR1YLROW1EHCS0J6HL,10.0,1.0,R4P,7200,30,42,21,31,9,11,10.058333333333334,0
MTURK,112a14c770ec5b7f907fd95b5c13c,3R16PJFTS4VWGLWGJPCH0TNWUWC4KM,1.0,0.0,Tom Allison,14400,84,362,45,52,39,310,1.0251388888888888,0
MTURK,112a14c770ec5b7f907fd95b5c13c,31MCUE39BKU18U72EMST85J2PGI3GV,0.15,3708.0,Anita,3600,180,2030,169,1967,11,63,0.2345833333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3RWO3EJELHHBB4MMU14XELIXSNR1P5,0.15,3711.0,Anita,3600,71,1772,69,1755,2,17,0.22383333333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3S8APUMBJXR0XPFKIV1H83H2CTVBFV,0.15,3706.0,Anita,3600,205,311,188,236,17,75,0.16295833333333332,1
MTURK,112a14c770ec5b7f907fd95b5c13c,37VHPF5VYCBASFX3OHR69V6Y7AIC8M,0.15,3708.0,Anita,3600,34,73,34,64,0,9,0.15304166666666666,1
MTURK,112a14c770ec5b7f907fd95b5c13c,36AZSFEYZ48PTM1AIA6LQPKO0NJBVJ,0.15,3708.0,Anita,3600,43,80,43,41,0,39,0.15333333333333332,1
MTURK,112a14c770ec5b7f907fd95b5c13c,33QQ60S6ASQOWK90F4ZRAMMMVCCU0Q,0.15,3704.0,Anita,3600,99,244,91,214,8,30,0.16016666666666665,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3HJ1EVZS2ORSXKGGUXM579X9RPSR3E,0.15,3703.0,Anita,3600,169,565,148,474,21,91,0.17354166666666665,1
MTURK,112a14c770ec5b7f907fd95b5c13c,304QEQWKZPSTJFP3JINIBGUXDQP0OK,0.15,3703.0,Anita,3600,323,831,291,656,32,175,0.18462499999999998,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3R16PJFTS3ZRSCMP4RIRG231AXV4KK,0.15,3704.0,Anita,3600,151,211,121,162,30,49,0.15879166666666666,0
MTURK,112a14c770ec5b7f907fd95b5c13c,3BAKUKE49HKWNH217T8MJGICT5ER1M,0.15,3702.0,Anita,3600,29,62,29,47,0,15,0.15258333333333332,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3N7PQ0KLI5X3OGBB8R2582YQC03E3P,0.15,3705.0,Anita,3600,28,78,28,67,0,11,0.15325,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3XBYQ44Z6PC24XVW8622CL9OD3KTW0,0.15,3705.0,Anita,3600,72,107,38,61,34,46,0.15445833333333334,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3NSM4HLQNR2KSK7IFT91FRGF5V4QQF,0.15,3703.0,Anita,3600,57,211,50,137,7,74,0.15879166666666666,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3D17ECOUOE344FHZW37Q1IFWNRZ13T,0.15,3703.0,Anita,3600,22,54,22,48,0,6,0.15225,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3M7OI89LVYWNO1EFV2U8PHA71FSC60,0.15,3705.0,Anita,3600,29,47,29,37,0,10,0.15195833333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3OB6JN3A9QXTJ6OQ0FRK386FRG9RMU,0.15,3706.0,Anita,3600,29,47,29,41,0,6,0.15195833333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3KI0JD2ZU1QHCKJJ4LMX9VIT041671,0.15,3706.0,Anita,3600,26,54,26,46,0,8,0.15225,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3LB1BGHFL246T2QWN7KQXIU4OBKYT4,0.15,3705.0,Anita,3600,81,237,75,192,6,45,0.159875,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3YOAVL4CA0PMH7LB4SL13HREE67Z40,0.15,3688.0,Anita,3600,99,183,72,85,27,98,0.157625,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3XQ4XW3OD9KFDHKA5M85E9XD7DDS2U,0.15,1741.0,Anita,3600,52,90,51,61,1,29,0.15375,1
MTURK,112a14c770ec5b7f907fd95b5c13c,39O0SQZVJNFAY3H3W9PVKQ9PWRG7R1,0.15,1736.0,Anita,3600,75,112,75,79,0,33,0.15466666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3UEBBGULPFWFTOOQIMICDT9Q1E2UFV,0.15,1733.0,Anita,3600,103,155,101,115,2,40,0.15645833333333334,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3RIHDBQ1NE6GUCAN4AFQP44947DMHU,0.15,1735.0,Anita,3600,29,43,29,35,0,8,0.15179166666666666,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3MIVREZQVH6YHH9N2OP4J5466PEKQJ,0.15,1735.0,Anita,3600,68,78,66,59,2,19,0.15325,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3ECKRY5B1Q4GPEKQPHN5XI1XJOAIZ0,0.15,1733.0,Anita,3600,65,66,65,52,0,14,0.15275,1
MTURK,112a14c770ec5b7f907fd95b5c13c,34HEO7RUG62SH5F13C1FUHBFXZMARV,0.15,1733.0,Anita,3600,44,43,44,36,0,7,0.15179166666666666,1
MTURK,112a14c770ec5b7f907fd95b5c13c,324N5FAHSXJQMP54ONJEPS3ENHTKVD,0.15,1727.0,Anita,3600,64,52,64,39,0,13,0.15216666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3BAWBGQGYL72RAYK5TU5LNYSHXTV7I,0.15,1727.0,Anita,3600,47,33,47,23,0,10,0.15137499999999998,1
MTURK,112a14c770ec5b7f907fd95b5c13c,37J05LC5AXR9HOZ0FHJ8IRXU8LPDJ8,0.15,1727.0,Anita,3600,62,49,62,33,0,16,0.15204166666666666,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3QREJ3J4335NQKTAAJH82J5CWJRKLU,0.15,1727.0,Anita,3600,45,30,45,18,0,12,0.15125,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3P6ENY9P794UYTKWJVHYXBXSNYTHI9,0.15,1723.0,Anita,3600,46,46,46,33,0,13,0.15191666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3U74KRR67MTCH3MIG5BFG2WXKRINT5,0.15,1723.0,Anita,3600,47,62,47,45,0,17,0.15258333333333332,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3KI0JD2ZU1QHCKJJ4LMX9VIT042763,0.15,1719.0,Anita,3600,46,68,46,49,0,19,0.15283333333333332,1
MTURK,112a14c770ec5b7f907fd95b5c13c,31GN6YMHLP01PXIHJ6XC2GD2BK8SWC,0.15,1718.0,Anita,3600,52,74,52,53,0,21,0.15308333333333332,1
MTURK,112a14c770ec5b7f907fd95b5c13c,32TMVRKDGN67XBKOV2LOQXUAFX2846,0.15,1717.0,Anita,3600,72,76,72,55,0,21,0.15316666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,30UZJB2POHK3SXIIXQ9248SDZ7635F,0.15,1717.0,Anita,3600,53,48,53,37,0,11,0.152,1
MTURK,112a14c770ec5b7f907fd95b5c13c,30U1YOGZGA42GRIQ2BSMASOH442DSO,0.15,1640.0,Anita,3600,57,3265,57,3249,0,16,0.28604166666666664,1
MTURK,112a14c770ec5b7f907fd95b5c13c,360ZO6N6J1RNF6S46YRYCN6LLU59MR,0.15,1640.0,Anita,3600,58,3303,58,3286,0,17,0.287625,1
MTURK,112a14c770ec5b7f907fd95b5c13c,36BTXXLZ2VGDFGZKUBROHEPF5PQR41,0.15,1639.0,Anita,3600,41,88,41,77,0,11,0.15366666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,32PT7WK7DMNYWAXBCWRL2KG5CO43DN,0.15,1639.0,Anita,3600,49,74,49,60,0,14,0.15308333333333332,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3LN3BXKGC03YZS9QO63VD2UZN9EGWG,0.15,1638.0,Anita,3600,69,102,69,70,0,32,0.15425,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3FHTJGYT8N88FJCPCKP0L8M3UCBGPL,0.15,1638.0,Anita,3600,55,81,55,54,0,27,0.15337499999999998,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3GKAWYFRAP153Z2YAUOSFNJ6HKVDP8,0.15,1638.0,Anita,3600,51,53,51,33,0,20,0.15220833333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3N7PQ0KLI5X3OGBB8R2582YQC04E3Q,0.15,1636.0,Anita,3600,51,64,51,42,0,22,0.15266666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3WGCNLZJKFG2M7JWPSD2ER18E4PD14,0.15,1634.0,Anita,3600,68,94,68,78,0,16,0.15391666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3UXQ63NLAAUMXHPG464F3GMM9PILBB,0.15,1634.0,Anita,3600,49,79,49,68,0,11,0.15329166666666666,1
MTURK,112a14c770ec5b7f907fd95b5c13c,344M16OZKINASK4LQAMKHGWWHHVNEF,0.15,1632.0,Anita,3600,64,87,64,76,0,11,0.15362499999999998,1
MTURK,112a14c770ec5b7f907fd95b5c13c,322ZSN9Z5GSQVVCCY0WJHTQXTAN4TR,0.15,1632.0,Anita,3600,47,74,47,67,0,7,0.15308333333333332,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3OQQD2WO8IEF4LDX4ASWTHWI4TC3IP,0.15,1631.0,Anita,3600,76,124,76,93,0,31,0.15516666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,34F34TZU7W7MEE1KISZRM86QBU0J25,0.15,1632.0,Anita,3600,45,56,45,49,0,7,0.15233333333333332,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3QHITW7OYOHS5401QXCFPR1A1DKQAA,0.15,1631.0,Anita,3600,55,109,55,82,0,27,0.15454166666666666,1
MTURK,112a14c770ec5b7f907fd95b5c13c,39O6Z4JLX25W6P4BN6Y3FMBGJQ8XVF,0.15,1630.0,Anita,3600,50,58,50,38,0,20,0.15241666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3DTJ4WT8BDN499I4TYXEC335RV3EZN,0.15,1630.0,Anita,3600,86,101,86,57,0,44,0.15420833333333334,1
MTURK,112a14c770ec5b7f907fd95b5c13c,31ODACBENUNW50MV7XY6ARVGNJRQS6,0.15,1629.0,Anita,3600,93,93,93,57,0,36,0.15387499999999998,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3ZFRE2BDQ9MDF99LO3N60SOC71EXZF,0.15,1629.0,Anita,3600,50,38,50,26,0,12,0.15158333333333332,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3L7SUC0TTU25JC4R6285JC5SIQBM0S,0.15,1628.0,Anita,3600,62,58,62,36,0,22,0.15241666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3AFT28WXLFA4QA6JN8COHKUTZK7OI4,0.15,1628.0,Anita,3600,45,42,45,24,0,18,0.15175,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3MGHRFQY2LX5DTT5P5WGD7SZR0PY0U,0.15,1626.0,Anita,3600,72,91,72,74,0,17,0.15379166666666666,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3G9UA71JVV2T0FYQO4GMIZNYMAMJ7L,0.15,1626.0,Anita,3600,46,76,46,65,0,11,0.15316666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3B9J25CZ25LSBZCC2FXBQM6ZJ4QCSN,0.15,1626.0,Anita,3600,49,46,49,36,0,10,0.15191666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,362E9TQF2HYGYXPLZPZGCBLR8YGIGB,0.15,1625.0,Anita,3600,49,53,49,41,0,12,0.15220833333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3KQC8JMJGC0F8Q2DYSABT5V34GX3HW,0.15,1625.0,Anita,3600,51,70,49,53,2,17,0.15291666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3P888QFVX32H78U20GHXQMLFQUOQO9,0.15,1616.0,Anita,3600,66,531,56,115,10,416,0.172125,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3B9J25CZ25LSBZCC2FXBQM6ZJ4QSC3,0.15,1616.0,Anita,3600,79,529,69,113,10,416,0.17204166666666665,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3UQ1LLR26AGHE7KOYS4J852GR7XLAG,0.15,1616.0,Anita,3600,69,59,69,46,0,13,0.15245833333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3MWOYZD5WVWW4BHAKOPGMSQALJ1NOJ,0.15,1616.0,Anita,3600,45,42,45,34,0,8,0.15175,1
MTURK,112a14c770ec5b7f907fd95b5c13c,306W7JMRYY6RIA5XAHVBYB0GPPJB8F,0.15,1615.0,Anita,3600,48,87,48,51,0,36,0.15362499999999998,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3B286OTISEPBJHWOV7S6SQPONISJAC,0.15,1614.0,Anita,3600,58,106,58,65,0,41,0.15441666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,306996CF6WS97ALCBWMWJ1D8BJDB1V,0.15,1613.0,Anita,3600,76,74,76,56,0,18,0.15308333333333332,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3W3RSPVVGSZ1TGYM4XLA86EAYAOUL0,0.15,1613.0,Anita,3600,50,43,50,31,0,12,0.15179166666666666,1
MTURK,112a14c770ec5b7f907fd95b5c13c,35O6H0UNLSOEDBK70B1PKF92V4RJ56,0.15,1613.0,Anita,3600,47,36,47,27,0,9,0.1515,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3K3G488TR2GVZYOKV1LYHGLO9ZJ5QJ,0.15,1613.0,Anita,3600,64,52,64,39,0,13,0.15216666666666667,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3KTCJ4SCVG95Q1P92LC5XHO2NIHM1V,0.15,1610.0,Anita,3600,50,55,50,43,0,12,0.15229166666666666,1
MTURK,112a14c770ec5b7f907fd95b5c13c,37Y5RYYI0PDGEXN7TBTY4ZR9KMEXSA,0.15,1609.0,Anita,3600,68,74,68,60,0,14,0.15308333333333332,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3T2EL38U0MS41H8U174T9ZC82YTQXE,0.15,1609.0,Anita,3600,47,43,47,36,0,7,0.15179166666666666,1
MTURK,112a14c770ec5b7f907fd95b5c13c,36818Z1KV3L0Y3UZSM0JCJ8ZRL73AL,0.15,1609.0,Anita,3600,50,55,50,40,0,15,0.15229166666666666,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3LG268AV38EV7IWDJH31Q016IEKRE7,0.15,1608.0,Anita,3600,71,60,71,37,0,23,0.1525,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3D1TUISJWI8Z3FQGJUOXGQMIH6VIUB,0.15,1608.0,Anita,3600,50,43,50,31,0,12,0.15179166666666666,1
MTURK,112a14c770ec5b7f907fd95b5c13c,30Y6N4AHYP4QFCIDNMSHKIJLI2JDR0,0.15,1608.0,Anita,3600,57,41,57,31,0,10,0.15170833333333333,1
MTURK,112a14c770ec5b7f907fd95b5c13c,3W3RSPVVGSZ1TGYM4XLA86EAYAPLUS,0.15,1608.0,Anita,3600,74,53,74,39,0,14,0.15220833333333333,1
